id,name,price,description,url
099.022.17,"SÖDERHAMN","$1,298.00","If you like the way it looks you have to try it! The deep seats, moveable back cushions and suspension fabric make this seating very comfortable. Create your own combination, sit back and relax.",https://www.ikea.com/us/en/catalog/products/S09902217/
592.852.99,"VIMLE","$2,114.00","The VIMLE sofa series has sections that can be combined as you like into a customized solution for you and your home – and as the family or home grows, you can complete the sofa and let it grow with you.",https://www.ikea.com/us/en/catalog/products/S59285299/
703.986.19,"GENEVAD","$1,299.00","The sofa will end up with a beautiful patina since full-grain leather becomes softer and changes color tone over time.",https://www.ikea.com/us/en/catalog/products/70398619/
092.784.80,"GRÖNLID","$1,215.00","Snuggle up, feel warmly embraced and enjoy cozy nights and lazy days. GRÖNLID sleeper sofa is extra deep, super easy to fold out – and has a thick bed mattress to make it extra comfortable to sleep on.",https://www.ikea.com/us/en/catalog/products/S09278480/
503.993.18,"KLIPPAN","$379.00","We launched KLIPPAN sofa in the 1980s and it’s still a favorite. It's comfortable, fits almost everywhere and has many covers to choose from. A modern and timeless classic!",https://www.ikea.com/us/en/catalog/products/50399318/
391.927.05,"FÄRLÖV","$1,799.00","This is your best friend for movie nights and also the room’s center of attention. We tried to think of everything, from the spacious comfortable seat cushion to the rounded armrests and soft covers.",https://www.ikea.com/us/en/catalog/products/S39192705/
892.560.64,"GRÖNLID","$649.00","Snuggle up, feel warmly embraced and enjoy cozy nights and lazy days. This sofa is extra deep, has soft and moveable back cushions, and comes in various sizes and shapes – everything for your comfort.",https://www.ikea.com/us/en/catalog/products/S89256064/
803.986.14,"FÄRNÄS","$1,999.00","10-year limited warrranty. Read about the terms in the limited warranty brochure.",https://www.ikea.com/us/en/catalog/products/80398614/
692.783.64,"GRÖNLID","$1,168.00","Snuggle up, feel warmly embraced and enjoy cozy nights and lazy days. GRÖNLID sleeper sofa is extra deep, super easy to fold out – and has a thick bed mattress to make it extra comfortable to sleep on.",https://www.ikea.com/us/en/catalog/products/S69278364/
092.780.55,"VALLENTUNA","$2,410.00","One sofa, lots of possibilities. In need of extra beds, smart storage or a comfy reading corner? No problem. Just choose the pieces you like, combine them as you want – and change when you feel like it.",https://www.ikea.com/us/en/catalog/products/S09278055/
992.178.16,"BRÅTHULT","$279.00","Family party or a weekend by the TV? This sofa is spacious, generous and stable, while the neat design makes it easy to lift when you want to redecorate, clean or perhaps move to a new home.",https://www.ikea.com/us/en/catalog/products/S99217816/
802.789.23,"KNISLINGE","$349.00","The high back provides good support for your neck.
								                                                                                          
								High-resilience foam and polyester in the seat cushion for great sitting comfort.",https://www.ikea.com/us/en/catalog/products/80278923/
592.861.33,"ELLESTORP","$1,999.00","The seat and back cushions provide comfortable support for your body and easily regain their shape because they’re filled with high resilience foam and polyester fibers.",https://www.ikea.com/us/en/catalog/products/S59286133/
992.726.38,"LANDSKRONA","$1,379.00","10-year limited warrranty. Read about the terms in the limited warranty brochure.",https://www.ikea.com/us/en/catalog/products/S99272638/
703.458.38,"KNISLINGE","$359.00","The high back provides good support for your neck.
								                                                                                          
								Durable, easy care microfiber cover with a soft suede feel.",https://www.ikea.com/us/en/catalog/products/70345838/
692.780.95,"GRÖNLID","$949.00","Snuggle up, feel warmly embraced and enjoy cozy nights and lazy days. GRÖNLID sleeper sofa is extra deep, super easy to fold out – and has a thick bed mattress to make it extra comfortable to sleep on.",https://www.ikea.com/us/en/catalog/products/S69278095/
492.781.43,"GRÖNLID","$1,029.00","Snuggle up, feel warmly embraced and enjoy cozy nights and lazy days. GRÖNLID sleeper sofa is extra deep, super easy to fold out – and has a thick bed mattress to make it extra comfortable to sleep on.",https://www.ikea.com/us/en/catalog/products/S49278143/
292.560.76,"GRÖNLID","$1,211.00","Snuggle up, feel warmly embraced and enjoy cozy nights and lazy days. This sofa is extra deep, has soft and moveable back cushions, and comes in various sizes and shapes – everything for your comfort.",https://www.ikea.com/us/en/catalog/products/S29256076/
092.527.53,"FÄRLÖV","$999.00","Do you want to stay stylish, sit comfortably or sleep well? Don’t worry about choices - FÄRLÖV sleeper sofa provides you with everything. Perfect for small space living or just as an extra guest bed.",https://www.ikea.com/us/en/catalog/products/S09252753/
991.927.26,"FÄRLÖV","$1,799.00","This is your best friend for movie nights and also the room’s center of attention. We tried to think of everything, from the spacious comfortable seat cushion to the rounded armrests and soft covers.",https://www.ikea.com/us/en/catalog/products/S99192726/
892.703.57,"LANDSKRONA","$1,399.00","10-year limited warrranty. Read about the terms in the limited warranty brochure.",https://www.ikea.com/us/en/catalog/products/S89270357/
791.649.08,"EKTORP","$699.00","Our beloved EKTORP seating has a timeless design and wonderfully thick, comfy cushions. The covers are easy to change, so buy an extra cover - or two, and change according to mood or season.",https://www.ikea.com/us/en/catalog/products/S79164908/
193.064.54,"EKTORP","$799.00","The cover is easy to keep clean as it can be wiped clean with a damp cloth.",https://www.ikea.com/us/en/catalog/products/S19306454/
892.569.45,"LIDHULT","$549.00","A well-deserved nap in the daytime and nice relaxing with family and friends in the evening. LIDHULT sofa is designed for maximum comfort with high back and neck support. Embracing, inviting and generous.",https://www.ikea.com/us/en/catalog/products/S89256945/
292.566.13,"GRÖNLID","$2,046.00","Snuggle up, feel warmly embraced and enjoy cozy nights and lazy days. This sofa is extra deep, has soft and moveable back cushions, and comes in various sizes and shapes – everything for your comfort.",https://www.ikea.com/us/en/catalog/products/S29256613/
892.569.69,"LIDHULT","$649.00","A well-deserved nap in the daytime and nice relaxing with family and friends in the evening. LIDHULT sofa is designed for maximum comfort with high back and neck support. Embracing, inviting and generous.",https://www.ikea.com/us/en/catalog/products/S89256969/
092.808.88,"LYCKSELELÖVÅS","$279.00","This sofa quickly and easily turns into a bed for two. Easy to keep fresh since the mattress and sofa covers can be removed and washed. Switch between several covers to give the sofa and room a new look.",https://www.ikea.com/us/en/catalog/products/S09280888/
392.828.95,"SÖDERHAMN","$559.00","If you like the way it looks you have to try it! The deep seats, moveable back cushions and suspension fabric make this seating very comfortable. Create your own combination, sit back and relax.",https://www.ikea.com/us/en/catalog/products/S39282895/
993.076.85,"GRÖNLID","$1,065.00","Snuggle up, feel warmly embraced and enjoy cozy nights and lazy days. This sofa is extra deep, has soft and moveable back cushions, and comes in various sizes and shapes – everything for your comfort.",https://www.ikea.com/us/en/catalog/products/S99307685/
092.691.74,"LANDSKRONA","$2,399.00","Luxury made our way. We used resilient foam filling for comfort, thick grain leather on the contact areas – because it looks amazing - and durable coated fabric elsewhere, to keep the price down.",https://www.ikea.com/us/en/catalog/products/S09269174/
992.573.41,"LIDHULT","$1,699.00","A well-deserved nap in the daytime and nice relaxing with family and friends in the evening. LIDHULT sofa is designed for maximum comfort with high back and neck support. Embracing, inviting and generous.",https://www.ikea.com/us/en/catalog/products/S99257341/
692.546.88,"GRÖNLID","$1,265.00","Snuggle up, feel warmly embraced and enjoy cozy nights and lazy days. This sofa is extra deep, has soft and moveable back cushions, and comes in various sizes and shapes – everything for your comfort.",https://www.ikea.com/us/en/catalog/products/S69254688/
792.114.91,"VIMLE","$1,324.00","The VIMLE sofa series has sections that can be combined as you like into a customized solution for you and your home – and as the family or home grows, you can complete the sofa and let it grow with you.",https://www.ikea.com/us/en/catalog/products/S79211491/
591.936.81,"KIVIK","$649.00","Cuddle up in the soft comfort of KIVIK sofa. The generous size, low armrests, and memory foam that adapts to the contours of your body invites many hours of naps, socializing, and relaxation.",https://www.ikea.com/us/en/catalog/products/S59193681/
992.407.65,"HOLMSUND","$549.00","This sofa quickly and easily transforms into a spacious bed – and turns the living room into a bedroom. The storage space under the seat is easy to access and has room for bedding, pillows and a good book.",https://www.ikea.com/us/en/catalog/products/S99240765/
490.114.22,"KIVIK","$449.00","Cuddle up in the soft comfort of KIVIK sofa. The generous size, low armrests, and memory foam that adapts to the contours of your body invites many hours of naps, socializing, and relaxation.",https://www.ikea.com/us/en/catalog/products/S49011422/
792.976.25,"NYHAMN","$344.00","A simple click mechanism transforms the sofa into a spacious bed – and you don’t even need to remove the cover. The storage under the seat and a selection of mattresses are an extra plus.",https://www.ikea.com/us/en/catalog/products/S79297625/
104.003.14,"UTTRAN","$1,299.00","Adjustable seat and back angle.  Can be locked in the desired position.",https://www.ikea.com/us/en/catalog/products/10400314/
292.920.36,"LIDHULT","$2,249.00","A well-deserved nap in the daytime and nice relaxing with family and friends in the evening. LIDHULT sofa is designed for maximum comfort with high back and neck support. Embracing, inviting and generous.",https://www.ikea.com/us/en/catalog/products/S29292036/
192.778.66,"VALLENTUNA","$1,325.00","One sofa, lots of possibilities. In need of extra beds, smart storage or a comfy reading corner? No problem. Just choose the pieces you like, combine them as you want – and change when you feel like it.",https://www.ikea.com/us/en/catalog/products/S19277866/
992.776.45,"LIDHULT","$2,459.00","Spoil your overnight guests. LIDHULT sleeper sofa is designed for maximum comfort ‒ both for relaxing with friends and for them to sleep on if they stay overnight. Embracing, inviting and generous.",https://www.ikea.com/us/en/catalog/products/S99277645/
792.660.06,"LIDHULT","$1,499.00","Spoil your overnight guests. LIDHULT sleeper sofa is designed for maximum comfort ‒ both for relaxing with friends and for them to sleep on if they stay overnight. Embracing, inviting and generous.",https://www.ikea.com/us/en/catalog/products/S79266006/
291.649.01,"EKTORP","$999.00","Our beloved EKTORP seating has a timeless design and wonderfully thick, comfy cushions. The covers are easy to change, so buy an extra cover - or two, and change according to mood or season.",https://www.ikea.com/us/en/catalog/products/S29164901/
503.986.20,"LINDOME","$799.00","A soft and comfortable sofa filled with high resilience foam that supports your body and quickly regains its shape when you stand up.",https://www.ikea.com/us/en/catalog/products/50398620/
592.987.77,"VIMLE","$599.00","This sofa can be arranged any way you like for your space at home. Choose the number of seats, design and functions. As your family or home grows, add on to the sofa and let it grow with you.",https://www.ikea.com/us/en/catalog/products/S59298777/
692.894.47,"DELAKTIG","$430.00","Start by choosing a flexible seating solution – armchair or sofa. Then complete with backrest/armrests, side tables, and lamps so that you get exactly the piece that suits your needs and space best. You can also choose different covers for each piece.",https://www.ikea.com/us/en/catalog/products/S69289447/
890.317.29,"LANDSKRONA","$799.00","Luxury made our way. We used resilient foam filling for comfort, thick grain leather on the contact areas – because it looks amazing - and durable coated fabric elsewhere, to keep the price down.",https://www.ikea.com/us/en/catalog/products/S89031729/
392.579.33,"LIDHULT","$2,129.00","A well-deserved nap in the daytime and nice relaxing with family and friends in the evening. LIDHULT sofa is designed for maximum comfort with high back and neck support. Embracing, inviting and generous.",https://www.ikea.com/us/en/catalog/products/S39257933/
392.572.83,"LIDHULT","$2,009.00","A well-deserved nap in the daytime and nice relaxing with family and friends in the evening. LIDHULT sofa is designed for maximum comfort with high back and neck support. Embracing, inviting and generous.",https://www.ikea.com/us/en/catalog/products/S39257283/
692.894.52,"DELAKTIG","$500.00","This is a combination for you if you prefer a classic armchair. But if you still want to feel a little rebellious, you can use different covers for the seat cushion and use armrests/neck support with cushions to make the armchair more personal.",https://www.ikea.com/us/en/catalog/products/S69289452/
103.610.58,"TOMBÄCK","$779.00","Seat cushions filled with high resilience foam and polyester fiber wadding provides great seating comfort.",https://www.ikea.com/us/en/catalog/products/10361058/
192.178.39,"SANDBACKEN","$349.00","This sofa has soft back cushions and feels both spacious and generous when you sit on it. The neat yet stable design makes the sofa easy to lift if you want to redecorate or bring it along when moving.",https://www.ikea.com/us/en/catalog/products/S19217839/
692.987.91,"VIMLE","$619.00","This sofa can be arranged any way you like for your space at home. Choose the number of seats, design and functions. As your family or home grows, add on to the sofa and let it grow with you.",https://www.ikea.com/us/en/catalog/products/S69298791/
792.894.42,"DELAKTIG","$390.00","Start by choosing a flexible seating solution – armchair or sofa. Then complete with backrest/armrests, side tables, and lamps so that you get exactly the piece that suits your needs and space best. You can also choose different covers for each piece.",https://www.ikea.com/us/en/catalog/products/S79289442/
891.292.07,"EKTORP","$399.00","Our beloved EKTORP seating has a timeless design and wonderfully thick, comfy cushions. The covers are easy to change, so buy an extra cover - or two, and change according to mood or season.",https://www.ikea.com/us/en/catalog/products/S89129207/
391.327.02,"KARLSTAD","$399.00","Seat cushions filled with high resilience foam and polyester fiber wadding provides great seating comfort.",https://www.ikea.com/us/en/catalog/products/S39132702/
992.660.72,"LIDHULT","$2,449.00","Spoil your overnight guests. LIDHULT sleeper sofa is designed for maximum comfort ‒ both for relaxing with friends and for them to sleep on if they stay overnight. Embracing, inviting and generous.",https://www.ikea.com/us/en/catalog/products/S99266072/
092.861.35,"ELLESTORP","$1,999.00","The seat and back cushions provide comfortable support for your body and easily regain their shape because they’re filled with high resilience foam and polyester fibers.",https://www.ikea.com/us/en/catalog/products/S09286135/
992.661.66,"LIDHULT","$1,699.00","Spoil your overnight guests. LIDHULT sleeper sofa is designed for maximum comfort ‒ both for relaxing with friends and for them to sleep on if they stay overnight. Embracing, inviting and generous.",https://www.ikea.com/us/en/catalog/products/S99266166/
004.020.59,"VÄNNÄS","$999.00","Adjustable seat and back angle.  Can be locked in the desired position.",https://www.ikea.com/us/en/catalog/products/00402059/
492.894.91,"DELAKTIG","$300.00","Add a table and some light. Swap the backrests around, remove the armrest. Give it a new cover. With DELAKTIG, a flexible seating solution designed by IKEA and Tom Dixon, you get to do your thing.",https://www.ikea.com/us/en/catalog/products/S49289491/
090.106.17,"KLIPPAN","$249.00","We launched KLIPPAN sofa in the 1980s and it’s still a favorite. It's comfortable, fits almost everywhere and has many covers to choose from. A modern and timeless classic!",https://www.ikea.com/us/en/catalog/products/S09010617/
592.574.75,"LIDHULT","$1,309.00","A well-deserved nap in the daytime and nice relaxing with family and friends in the evening. LIDHULT sofa is designed for maximum comfort with high back and neck support. Embracing, inviting and generous.",https://www.ikea.com/us/en/catalog/products/S59257475/
092.760.37,"LIDHULT","$1,469.00","A well-deserved nap in the daytime and nice relaxing with family and friends in the evening. LIDHULT sofa is designed for maximum comfort with high back and neck support. Embracing, inviting and generous.",https://www.ikea.com/us/en/catalog/products/S09276037/
992.574.35,"LIDHULT","$1,459.00","A well-deserved nap in the daytime and nice relaxing with family and friends in the evening. LIDHULT sofa is designed for maximum comfort with high back and neck support. Embracing, inviting and generous.",https://www.ikea.com/us/en/catalog/products/S99257435/
192.760.32,"LIDHULT","$2,379.00","A well-deserved nap in the daytime and nice relaxing with family and friends in the evening. LIDHULT sofa is designed for maximum comfort with high back and neck support. Embracing, inviting and generous.",https://www.ikea.com/us/en/catalog/products/S19276032/
392.785.82,"GRÖNLID","$1,750.00","Snuggle up, feel warmly embraced and enjoy cozy nights and lazy days. GRÖNLID sleeper sofa is extra deep, super easy to fold out – and has a thick bed mattress to make it extra comfortable to sleep on.",https://www.ikea.com/us/en/catalog/products/S39278582/
392.894.96,"DELAKTIG","$660.00","Having a modern, fluid home does not necessarily mean to skip one of the most typical sofa combinations. You can choose out of several fabrics and also mount backrests as you like so you can use it in both directions.",https://www.ikea.com/us/en/catalog/products/S39289496/
092.786.30,"GRÖNLID","$2,231.00","Snuggle up, feel warmly embraced and enjoy cozy nights and lazy days. GRÖNLID sleeper sofa is extra deep, super easy to fold out – and has a thick bed mattress to make it extra comfortable to sleep on.",https://www.ikea.com/us/en/catalog/products/S09278630/
592.572.58,"LIDHULT","$3,329.00","A well-deserved nap in the daytime and nice relaxing with family and friends in the evening. LIDHULT sofa is designed for maximum comfort with high back and neck support. Embracing, inviting and generous.",https://www.ikea.com/us/en/catalog/products/S59257258/
292.779.41,"VALLENTUNA","$1,390.00","One sofa, lots of possibilities. In need of extra beds, smart storage or a comfy reading corner? No problem. Just choose the pieces you like, combine them as you want – and change when you feel like it.",https://www.ikea.com/us/en/catalog/products/S29277941/
091.924.05,"FÄRLÖV","$679.00","This is your best friend for movie nights and also the room’s center of attention. We tried to think of everything, from the spacious comfortable seat cushion to the rounded armrests and soft covers.",https://www.ikea.com/us/en/catalog/products/S09192405/
191.292.01,"EKTORP","$479.00","Our beloved EKTORP seating has a timeless design and wonderfully thick, comfy cushions. The covers are easy to change, so buy an extra cover - or two, and change according to mood or season.",https://www.ikea.com/us/en/catalog/products/S19129201/
591.936.76,"KIVIK","$899.00","Cuddle up in the soft comfort of KIVIK sofa. The generous size, low armrests, and memory foam that adapts to the contours of your body invites many hours of naps, socializing, and relaxation.",https://www.ikea.com/us/en/catalog/products/S59193676/
503.465.89,"YPPERLIG","$599.00","We wanted to try something new and used the same construction which we have in our pocket spring mattresses. So in YPPERLIG sleeper sofa, you can both sit and sleep comfortably.",https://www.ikea.com/us/en/catalog/products/50346589/
592.987.44,"VIMLE","$624.00","The VIMLE sofa series has sections that can be combined as you like into a customized solution for you and your home – and as the family or home grows, you can complete the sofa and let it grow with you.",https://www.ikea.com/us/en/catalog/products/S59298744/
692.395.46,"KIVIK","$599.00","KIVIK is a generous seating series with a soft, deep seat and comfortable support for your back.",https://www.ikea.com/us/en/catalog/products/S69239546/
892.179.06,"SANDBACKEN","$429.00","This sleeper sofa has soft back cushions and a resilient seat with elastic foam that allows you to both sit and sleep comfortably. At bedtime, it quickly converts from sofa to comfy bed.",https://www.ikea.com/us/en/catalog/products/S89217906/
690.317.73,"LANDSKRONA","$779.00","Luxury made our way. We used resilient foam filling for comfort, thick grain leather on the contact areas – because it looks amazing - and durable coated fabric elsewhere, to keep the price down.",https://www.ikea.com/us/en/catalog/products/S69031773/
503.669.78,"EKEBOL","$399.00","Take care of you and your things. The sofa has storage shelves on all sides and wire mesh for you to hang your items. Place the sofa in the middle of the room and the mesh back becomes an attractive detail.",https://www.ikea.com/us/en/catalog/products/50366978/
292.987.50,"VIMLE","$824.00","The VIMLE sofa series has sections that can be combined as you like into a customized solution for you and your home – and as the family or home grows, you can complete the sofa and let it grow with you.",https://www.ikea.com/us/en/catalog/products/S29298750/
592.571.35,"LIDHULT","$1,949.00","A well-deserved nap in the daytime and nice relaxing with family and friends in the evening. LIDHULT sofa is designed for maximum comfort with high back and neck support. Embracing, inviting and generous.",https://www.ikea.com/us/en/catalog/products/S59257135/
792.113.68,"VIMLE","$1,499.00","The VIMLE sofa series has sections that can be combined as you like into a customized solution for you and your home – and as the family or home grows, you can complete the sofa and let it grow with you.",https://www.ikea.com/us/en/catalog/products/S79211368/
803.986.09,"FRÖSLÖV","$799.00","The seat and back cushions provide comfortable support for your body and easily regain their shape because they’re filled with high resilience foam and polyester fibers.",https://www.ikea.com/us/en/catalog/products/80398609/
292.519.60,"HAVSTEN","$520.00","If you like the look, try how it feels. Generous seats, fluffy cushions as well as elastic mesh fabric make the sofa comfortable. Create your own combination, sit back and relax. Outdoors or indoors!",https://www.ikea.com/us/en/catalog/products/S29251960/
192.519.70,"HAVSTEN","$750.00","If you like the look, try how it feels. Generous seats, fluffy cushions as well as elastic mesh fabric make the sofa comfortable. Create your own combination, sit back and relax. Outdoors or indoors!",https://www.ikea.com/us/en/catalog/products/S19251970/
892.178.50,"BRÅTHULT","$449.00","Visitors this weekend? It’s easy to convert this corner sectional into a bed for overnight guests. There’s room for an extra comforter in the storage space under the footrest.",https://www.ikea.com/us/en/catalog/products/S89217850/
192.546.76,"GRÖNLID","$1,195.00","Snuggle up, feel warmly embraced and enjoy cozy nights and lazy days. This sofa is extra deep, has soft and moveable back cushions, and comes in various sizes and shapes – everything for your comfort.",https://www.ikea.com/us/en/catalog/products/S19254676/
691.936.66,"KIVIK","$849.00","Cuddle up in the soft comfort of KIVIK sofa. The generous size, low armrests, and memory foam that adapts to the contours of your body invites many hours of naps, socializing, and relaxation.",https://www.ikea.com/us/en/catalog/products/S69193666/
192.779.65,"VALLENTUNA","$1,375.00","One sofa, lots of possibilities. In need of extra beds, smart storage or a comfy reading corner? No problem. Just choose the pieces you like, combine them as you want – and change when you feel like it.",https://www.ikea.com/us/en/catalog/products/S19277965/
992.567.56,"VIMLE","$1,374.00","The VIMLE sofa series has sections that can be combined as you like into a customized solution for you and your home – and as the family or home grows, you can complete the sofa and let it grow with you.",https://www.ikea.com/us/en/catalog/products/S99256756/
192.570.24,"LIDHULT","$999.00","A well-deserved nap in the daytime and nice relaxing with family and friends in the evening. LIDHULT sofa is designed for maximum comfort with high back and neck support. Embracing, inviting and generous.",https://www.ikea.com/us/en/catalog/products/S19257024/
392.975.85,"NYHAMN","$349.00","A simple click mechanism transforms the sofa into a spacious bed – and you don’t even need to remove the cover. The storage under the seat and a selection of mattresses are an extra plus.",https://www.ikea.com/us/en/catalog/products/S39297585/
892.579.59,"LIDHULT","$2,379.00","A well-deserved nap in the daytime and nice relaxing with family and friends in the evening. LIDHULT sofa is designed for maximum comfort with high back and neck support. Embracing, inviting and generous.",https://www.ikea.com/us/en/catalog/products/S89257959/
992.771.03,"VALLENTUNA","$1,295.00","One sofa, lots of possibilities. In need of extra beds, smart storage or a comfy reading corner? No problem. Just choose the pieces you like, combine them as you want – and change when you feel like it.",https://www.ikea.com/us/en/catalog/products/S99277103/
792.565.97,"GRÖNLID","$995.00","Snuggle up, feel warmly embraced and enjoy cozy nights and lazy days. This sofa is extra deep, has soft and moveable back cushions, and comes in various sizes and shapes – everything for your comfort.",https://www.ikea.com/us/en/catalog/products/S79256597/
892.774.91,"VALLENTUNA","$655.00","All modules in the VALLENTUNA series can be used freestanding or together to create a sofa combination in any size that suits you perfectly.",https://www.ikea.com/us/en/catalog/products/S89277491/
692.777.17,"VALLENTUNA","$1,190.00","One sofa, lots of possibilities. In need of extra beds, smart storage or a comfy reading corner? No problem. Just choose the pieces you like, combine them as you want – and change when you feel like it.",https://www.ikea.com/us/en/catalog/products/S69277717/
892.565.92,"GRÖNLID","$699.00","Snuggle up, feel warmly embraced and enjoy cozy nights and lazy days. This sofa is extra deep, has soft and moveable back cushions, and comes in various sizes and shapes – everything for your comfort.",https://www.ikea.com/us/en/catalog/products/S89256592/
292.566.08,"GRÖNLID","$1,361.00","Snuggle up, feel warmly embraced and enjoy cozy nights and lazy days. This sofa is extra deep, has soft and moveable back cushions, and comes in various sizes and shapes – everything for your comfort.",https://www.ikea.com/us/en/catalog/products/S29256608/
892.565.87,"GRÖNLID","$629.00","Snuggle up, feel warmly embraced and enjoy cozy nights and lazy days. This sofa is extra deep, has soft and moveable back cushions, and comes in various sizes and shapes – everything for your comfort.",https://www.ikea.com/us/en/catalog/products/S89256587/
492.520.82,"HAVSTEN","$980.00","If you like the look, try how it feels. Generous seats, fluffy cushions as well as elastic mesh fabric make the sofa comfortable. Create your own combination, sit back and relax. Outdoors or indoors!",https://www.ikea.com/us/en/catalog/products/S49252082/
592.779.11,"VALLENTUNA","$1,230.00","One sofa, lots of possibilities. In need of extra beds, smart storage or a comfy reading corner? No problem. Just choose the pieces you like, combine them as you want – and change when you feel like it.",https://www.ikea.com/us/en/catalog/products/S59277911/
192.776.87,"VALLENTUNA","$850.00","One sofa, lots of possibilities. In need of extra beds, smart storage or a comfy reading corner? No problem. Just choose the pieces you like, combine them as you want – and change when you feel like it.",https://www.ikea.com/us/en/catalog/products/S19277687/
090.338.12,"STOCKSUND","$699.00","A real showpiece with tailored cover available in different textures, sewn with piping and pleats. Turned wooden legs add to the detail. Irresistible comfort with thick, soft, pocket-spring cushions.",https://www.ikea.com/us/en/catalog/products/S09033812/
892.747.27,"STOCKSUND","$679.00","A real showpiece with tailored cover available in different textures, sewn with piping and pleats. Turned wooden legs add to the detail. Irresistible comfort with thick, soft, pocket-spring cushions.",https://www.ikea.com/us/en/catalog/products/S89274727/
292.177.92,"SANDBACKEN","$309.00","This sofa has soft back cushions and feels both spacious and generous when you sit on it. The neat yet stable design makes the sofa easy to lift if you want to redecorate or bring it along when moving.",https://www.ikea.com/us/en/catalog/products/S29217792/
792.726.63,"LANDSKRONA","$979.00","Warm and welcoming, neat and stylish. The supporting seat cushions, the cover’s soft finish and the tight fit gives this sofa a perfect balance between its comfort, functions and look.",https://www.ikea.com/us/en/catalog/products/S79272663/
092.565.67,"GRÖNLID","$1,395.00","Snuggle up, feel warmly embraced and enjoy cozy nights and lazy days. This sofa is extra deep, has soft and moveable back cushions, and comes in various sizes and shapes – everything for your comfort.",https://www.ikea.com/us/en/catalog/products/S09256567/
192.565.62,"GRÖNLID","$1,080.00","Snuggle up, feel warmly embraced and enjoy cozy nights and lazy days. This sofa is extra deep, has soft and moveable back cushions, and comes in various sizes and shapes – everything for your comfort.",https://www.ikea.com/us/en/catalog/products/S19256562/
